user_id,visit_time,channel,age,income,gender
1259,2018-03-02 12:00:00,TV,29.0,29000.0,male
9023,2019-01-16 22:00:00,TV,48.0,49000.0,male
5948,2018-01-25 23:00:00,TV,33.0,33000.0,male
6367,2019-02-16 03:00:00,TV,35.0,36000.0,male
2580,2018-07-08 08:00:00,TV,34.0,35000.0,male
4807,2018-07-04 08:00:00,TV,48.0,46000.0,female
1191,2018-03-16 16:00:00,TV,,34000.0,male
6484,2018-08-03 18:00:00,Email,30.0,28000.0,female
185,2018-01-19 08:00:00,Facebook,41.0,42000.0,male
7659,2018-08-29 16:00:00,Facebook,36.0,37000.0,female
1084,2019-01-14 17:00:00,Email,36.0,35000.0,male
7299,2018-07-04 02:00:00,Facebook,,28000.0,male
148,2018-12-17 06:00:00,TV,37.0,36000.0,female
8084,2019-02-18 02:00:00,Facebook,32.0,32000.0,female
9019,2018-05-14 01:00:00,PPC,29.0,31000.0,male
8619,2018-12-07 23:00:00,TV,36.0,37000.0,male
2925,2018-10-09 21:00:00,Facebook,,36000.0,female
1355,2018-03-18 20:00:00,TV,31.0,31000.0,female
7829,2018-04-11 15:00:00,PPC,42.0,42000.0,female
198,2018-11-24 20:00:00,Facebook,,32000.0,female
3111,2018-04-29 13:00:00,TV,46.0,47000.0,female
2489,2018-05-23 11:00:00,TV,31.0,32000.0,female
5729,2018-04-15 21:00:00,PPC,,39000.0,female
4338,2018-04-28 13:00:00,Facebook,27.0,27000.0,female
7397,2018-09-09 02:00:00,PPC,39.0,38000.0,female
4377,2019-01-09 21:00:00,PPC,40.0,39000.0,male
6427,2018-06-02 03:00:00,Facebook,,40000.0,female
1236,2018-05-05 16:00:00,Facebook,35.0,37000.0,female
5819,2018-08-07 03:00:00,TV,39.0,38000.0,female
4137,2018-05-15 23:00:00,Facebook,45.0,43000.0,male
6566,2019-02-12 14:00:00,PPC,41.0,41000.0,male
1162,2018-10-15 04:00:00,Facebook,31.0,31000.0,female
4674,2018-09-10 02:00:00,PPC,31.0,30000.0,female
2477,2019-01-08 07:00:00,Email,39.0,40000.0,male
8889,2018-09-14 17:00:00,TV,49.0,47000.0,male
4716,2018-01-15 00:00:00,TV,,30000.0,male
837,2018-10-12 16:00:00,Facebook,37.0,39000.0,male
2254,2018-11-07 04:00:00,Facebook,40.0,39000.0,male
7483,2018-07-14 05:00:00,Facebook,39.0,40000.0,male
907,2018-11-22 17:00:00,TV,43.0,41000.0,female
699,2019-01-24 23:00:00,Facebook,26.0,25000.0,female
5727,2018-09-24 07:00:00,Facebook,38.0,40000.0,female
3568,2018-09-23 04:00:00,Facebook,33.0,32000.0,male
4815,2018-05-18 08:00:00,PPC,,40000.0,male
3827,2018-03-20 07:00:00,Email,40.0,41000.0,male
1056,2018-10-01 19:00:00,PPC,44.0,45000.0,male
6933,2018-05-30 09:00:00,PPC,39.0,38000.0,female
6234,2018-09-01 13:00:00,Facebook,,30000.0,female
6538,2018-07-15 00:00:00,PPC,36.0,36000.0,male
616,2018-04-01 07:00:00,Email,34.0,33000.0,male
9633,2018-08-28 13:00:00,TV,20.0,21000.0,male
6383,2018-09-16 04:00:00,TV,37.0,37000.0,male
6714,2018-01-04 10:00:00,TV,35.0,34000.0,male
464,2018-07-20 17:00:00,TV,,34000.0,male
9744,2018-12-16 11:00:00,PPC,28.0,26000.0,female
3035,2018-05-11 15:00:00,TV,35.0,36000.0,male
8385,2018-08-15 15:00:00,Facebook,39.0,38000.0,female
4529,2018-09-21 14:00:00,TV,26.0,26000.0,male
5288,2018-09-28 15:00:00,Facebook,30.0,29000.0,male
5175,2018-12-21 06:00:00,PPC,37.0,36000.0,female
4066,2019-02-04 13:00:00,TV,36.0,36000.0,male
8602,2018-03-27 02:00:00,TV,45.0,45000.0,female
4518,2019-02-09 09:00:00,TV,39.0,37000.0,male
3053,2019-01-08 21:00:00,PPC,39.0,39000.0,female
5502,2018-06-23 16:00:00,Email,28.0,28000.0,male
4086,2019-01-21 21:00:00,PPC,44.0,45000.0,female
5368,2018-09-19 09:00:00,Facebook,34.0,35000.0,male
7884,2018-05-11 01:00:00,Facebook,39.0,39000.0,male
4385,2018-06-12 19:00:00,TV,41.0,40000.0,male
7474,2018-01-22 18:00:00,Facebook,42.0,40000.0,female
7309,2018-06-09 07:00:00,TV,35.0,35000.0,female
4585,2018-08-06 00:00:00,PPC,34.0,33000.0,male
9477,2019-01-11 08:00:00,TV,,34000.0,female
9464,2018-10-26 08:00:00,TV,,33000.0,male
8028,2018-09-12 00:00:00,TV,34.0,33000.0,male
6786,2019-01-29 05:00:00,PPC,34.0,35000.0,male
5568,2018-07-16 07:00:00,PPC,34.0,34000.0,male
8968,2018-01-03 23:00:00,PPC,39.0,38000.0,female
5355,2018-12-18 15:00:00,TV,42.0,41000.0,female
3090,2018-11-13 02:00:00,Facebook,36.0,34000.0,female
5286,2018-03-18 18:00:00,Facebook,35.0,36000.0,female
8844,2018-07-25 15:00:00,PPC,38.0,36000.0,female
8126,2018-02-27 01:00:00,PPC,29.0,32000.0,male
1010,2019-02-19 05:00:00,PPC,,33000.0,male
2344,2018-09-25 08:00:00,Facebook,40.0,39000.0,male
1728,2018-11-16 16:00:00,TV,29.0,27000.0,male
4168,2018-08-18 17:00:00,TV,36.0,35000.0,female
5924,2018-12-17 23:00:00,Facebook,42.0,43000.0,male
4415,2018-02-05 21:00:00,Facebook,44.0,45000.0,female
3091,2018-12-13 23:00:00,PPC,27.0,28000.0,male
6361,2018-10-02 03:00:00,Facebook,43.0,42000.0,male
6871,2018-01-28 17:00:00,PPC,21.0,22000.0,male
2695,2018-07-27 17:00:00,Facebook,30.0,31000.0,female
6898,2018-02-12 15:00:00,Facebook,36.0,34000.0,male
4723,2018-01-13 06:00:00,PPC,41.0,44000.0,female
1291,2018-11-10 04:00:00,TV,40.0,41000.0,female
9568,2019-01-07 05:00:00,TV,38.0,37000.0,female
3179,2018-10-25 18:00:00,TV,26.0,26000.0,female
751,2018-08-13 04:00:00,Facebook,46.0,45000.0,female
1961,2018-04-02 00:00:00,TV,35.0,35000.0,male
1483,2018-04-09 09:00:00,TV,31.0,30000.0,male
1400,2018-02-21 05:00:00,PPC,32.0,31000.0,female
1426,2018-01-16 05:00:00,TV,35.0,35000.0,female
90,2018-08-26 11:00:00,Facebook,28.0,29000.0,female
9649,2018-10-30 08:00:00,PPC,42.0,41000.0,male
7102,2019-01-07 23:00:00,PPC,,31000.0,male
982,2018-08-23 10:00:00,Facebook,,18000.0,female
1500,2019-01-12 11:00:00,Email,36.0,35000.0,female
1260,2018-04-20 23:00:00,TV,40.0,39000.0,female
9655,2018-12-02 05:00:00,PPC,31.0,29000.0,male
9991,2018-12-01 06:00:00,Facebook,38.0,38000.0,female
6340,2018-10-08 09:00:00,TV,39.0,39000.0,female
518,2018-12-27 09:00:00,PPC,34.0,35000.0,female
175,2018-06-17 10:00:00,TV,35.0,36000.0,female
7849,2018-08-09 05:00:00,Facebook,41.0,42000.0,male
1368,2019-01-17 18:00:00,TV,30.0,30000.0,male
7443,2018-06-15 18:00:00,Facebook,49.0,48000.0,female
8387,2019-01-19 15:00:00,Facebook,36.0,35000.0,male
5505,2018-04-17 05:00:00,TV,43.0,45000.0,male
6229,2018-10-05 00:00:00,TV,34.0,34000.0,female
895,2018-08-30 03:00:00,Email,41.0,42000.0,male
4019,2018-12-06 08:00:00,Facebook,38.0,36000.0,female
3070,2018-05-31 14:00:00,Facebook,40.0,41000.0,male
6548,2018-08-05 10:00:00,Facebook,30.0,29000.0,male
2790,2018-02-06 21:00:00,Facebook,34.0,34000.0,female
728,2018-11-01 11:00:00,TV,28.0,29000.0,male
4204,2018-04-01 16:00:00,Facebook,32.0,32000.0,female
4620,2018-12-22 09:00:00,TV,,33000.0,female
9794,2018-02-21 10:00:00,PPC,35.0,33000.0,male
7579,2018-09-16 15:00:00,Facebook,,32000.0,male
7145,2018-11-06 23:00:00,TV,33.0,33000.0,female
5432,2019-02-16 11:00:00,TV,38.0,39000.0,female
1715,2018-09-25 10:00:00,Facebook,35.0,35000.0,female
2856,2018-04-04 03:00:00,Facebook,,32000.0,male
764,2018-01-05 10:00:00,TV,,40000.0,female
1613,2018-04-07 03:00:00,PPC,42.0,41000.0,female
5580,2018-10-18 19:00:00,Facebook,38.0,38000.0,male
5300,2018-03-11 06:00:00,TV,,33000.0,male
4329,2018-07-19 22:00:00,TV,39.0,39000.0,male
5728,2018-05-29 09:00:00,TV,38.0,38000.0,male
3453,2019-02-17 10:00:00,TV,41.0,42000.0,male
54,2018-12-19 13:00:00,TV,28.0,28000.0,female
910,2018-05-31 22:00:00,Facebook,31.0,31000.0,female
9213,2018-01-04 02:00:00,TV,25.0,28000.0,female
2565,2018-07-02 03:00:00,Facebook,38.0,38000.0,female
3655,2019-01-01 21:00:00,Facebook,35.0,34000.0,female
3473,2018-03-04 16:00:00,PPC,,44000.0,female
5177,2018-12-17 10:00:00,Facebook,,27000.0,female
4014,2018-11-27 13:00:00,Facebook,32.0,31000.0,male
4061,2018-03-20 08:00:00,Facebook,,40000.0,female
1114,2018-01-11 10:00:00,PPC,34.0,34000.0,female
9500,2018-01-25 21:00:00,Facebook,30.0,31000.0,male
4456,2018-08-12 22:00:00,TV,38.0,38000.0,male
4551,2018-02-18 13:00:00,PPC,35.0,35000.0,female
6219,2018-05-04 20:00:00,Email,38.0,38000.0,female
1663,2018-01-11 06:00:00,Facebook,45.0,44000.0,male
8377,2019-02-20 23:00:00,Facebook,41.0,43000.0,male
4820,2018-11-21 19:00:00,TV,,39000.0,female
8087,2018-02-03 15:00:00,Facebook,39.0,40000.0,female
1635,2018-12-07 15:00:00,TV,51.0,51000.0,male
9779,2018-07-10 05:00:00,Facebook,,31000.0,male
1001,2018-03-22 19:00:00,TV,40.0,40000.0,female
8026,2018-04-09 19:00:00,TV,42.0,42000.0,female
3716,2019-02-10 15:00:00,Facebook,,31000.0,female
307,2018-08-17 18:00:00,TV,36.0,37000.0,female
6268,2018-11-21 01:00:00,TV,46.0,46000.0,female
788,2019-02-19 23:00:00,TV,43.0,44000.0,female
7056,2019-01-08 22:00:00,PPC,33.0,31000.0,male
4465,2018-03-11 05:00:00,TV,41.0,41000.0,female
1618,2018-06-01 09:00:00,Facebook,43.0,43000.0,male
4407,2018-07-11 17:00:00,TV,35.0,35000.0,male
9236,2018-11-23 06:00:00,PPC,39.0,39000.0,male
909,2018-02-22 12:00:00,Facebook,43.0,44000.0,female
3547,2018-11-09 12:00:00,Facebook,36.0,35000.0,female
1009,2018-06-10 03:00:00,Facebook,33.0,32000.0,female
7083,2018-05-06 12:00:00,Facebook,30.0,31000.0,male
5083,2018-03-27 05:00:00,PPC,36.0,37000.0,male
6930,2018-08-30 12:00:00,TV,,30000.0,female
9309,2018-01-17 22:00:00,PPC,32.0,32000.0,female
4531,2018-10-15 12:00:00,PPC,35.0,37000.0,male
961,2018-08-10 05:00:00,TV,30.0,30000.0,female
7101,2018-01-25 07:00:00,TV,37.0,36000.0,female
5870,2018-05-09 12:00:00,TV,39.0,39000.0,female
1022,2018-02-03 17:00:00,Facebook,41.0,42000.0,male
9688,2018-05-27 17:00:00,TV,,30000.0,male
214,2018-12-14 13:00:00,PPC,42.0,42000.0,male
8243,2018-02-08 23:00:00,Facebook,30.0,31000.0,male
4810,2018-09-28 06:00:00,TV,,34000.0,female
9108,2018-07-19 01:00:00,TV,43.0,42000.0,male
2622,2018-11-01 08:00:00,Email,44.0,44000.0,male
483,2019-02-17 12:00:00,TV,40.0,41000.0,female
4148,2018-02-08 09:00:00,TV,35.0,34000.0,female
576,2018-11-22 01:00:00,PPC,33.0,33000.0,female
4328,2018-12-21 07:00:00,Email,24.0,25000.0,female
706,2018-03-18 05:00:00,PPC,31.0,30000.0,male
7151,2018-01-06 03:00:00,PPC,34.0,34000.0,male
9260,2018-08-13 07:00:00,Facebook,31.0,32000.0,female
5649,2018-04-01 19:00:00,TV,26.0,27000.0,male
5405,2018-09-22 08:00:00,TV,45.0,45000.0,female
6711,2018-11-17 04:00:00,TV,,30000.0,male
1047,2018-01-16 11:00:00,PPC,40.0,41000.0,male
662,2018-08-16 06:00:00,Email,43.0,43000.0,female
7481,2018-06-28 13:00:00,Facebook,47.0,46000.0,male
5216,2018-06-01 03:00:00,TV,33.0,33000.0,male
7189,2018-02-23 21:00:00,TV,37.0,38000.0,male
3150,2019-01-06 01:00:00,Facebook,,31000.0,female
8350,2018-05-21 12:00:00,TV,38.0,38000.0,male
226,2018-01-11 04:00:00,PPC,44.0,44000.0,male
4507,2018-09-04 09:00:00,PPC,31.0,31000.0,male
9285,2018-05-16 14:00:00,PPC,,50000.0,female
6447,2019-01-10 21:00:00,TV,32.0,32000.0,male
7419,2018-06-24 04:00:00,Facebook,37.0,37000.0,male
1066,2018-08-06 20:00:00,Facebook,,48000.0,male
6009,2018-02-20 03:00:00,Facebook,33.0,32000.0,male
2054,2019-02-01 15:00:00,Facebook,,28000.0,male
4940,2018-07-11 14:00:00,Facebook,38.0,38000.0,male
3107,2019-02-06 15:00:00,Facebook,38.0,40000.0,male
7631,2018-03-03 14:00:00,Facebook,32.0,32000.0,male
9196,2018-06-08 04:00:00,Email,46.0,45000.0,male
4452,2018-01-11 05:00:00,Email,37.0,36000.0,male
3634,2019-02-11 22:00:00,Facebook,22.0,22000.0,female
5955,2018-02-27 09:00:00,PPC,30.0,29000.0,female
9943,2018-11-27 01:00:00,Facebook,28.0,28000.0,male
3337,2019-01-17 01:00:00,Email,33.0,34000.0,male
1156,2019-02-15 15:00:00,Facebook,28.0,27000.0,female
1645,2018-07-21 14:00:00,TV,29.0,29000.0,female
2727,2019-01-29 01:00:00,PPC,,45000.0,male
6444,2018-12-06 05:00:00,TV,35.0,36000.0,male
6764,2018-05-15 02:00:00,Facebook,34.0,35000.0,male
8861,2018-12-06 14:00:00,TV,27.0,27000.0,female
5260,2018-02-14 06:00:00,Facebook,38.0,38000.0,male
6774,2018-08-13 13:00:00,TV,54.0,53000.0,male
1165,2018-10-13 07:00:00,TV,,36000.0,female
5209,2018-07-17 19:00:00,Facebook,36.0,35000.0,female
8956,2018-07-22 05:00:00,Facebook,38.0,38000.0,female
732,2019-01-22 22:00:00,PPC,26.0,27000.0,female
4318,2018-09-06 07:00:00,Facebook,36.0,37000.0,female
5360,2018-02-10 02:00:00,PPC,36.0,37000.0,male
112,2018-02-26 10:00:00,TV,33.0,32000.0,female
3669,2018-10-27 03:00:00,TV,34.0,33000.0,male
9885,2018-10-05 07:00:00,Facebook,32.0,32000.0,male
5463,2018-11-15 07:00:00,Facebook,33.0,34000.0,female
209,2018-01-23 11:00:00,TV,33.0,34000.0,female
8360,2018-07-04 09:00:00,PPC,,43000.0,male
219,2018-09-30 09:00:00,Email,37.0,38000.0,male
1289,2018-11-16 09:00:00,TV,41.0,41000.0,male
9753,2018-09-18 00:00:00,Facebook,30.0,30000.0,male
9298,2018-05-07 14:00:00,TV,24.0,24000.0,male
4486,2018-11-04 04:00:00,TV,33.0,32000.0,female
624,2018-06-19 17:00:00,TV,31.0,31000.0,female
2544,2018-11-01 19:00:00,Facebook,19.0,18000.0,male
7303,2018-06-22 00:00:00,TV,36.0,36000.0,male
7465,2018-11-29 16:00:00,Email,38.0,37000.0,male
5380,2018-09-27 12:00:00,PPC,34.0,34000.0,male
3364,2018-02-15 16:00:00,TV,31.0,31000.0,female
8104,2018-02-04 18:00:00,TV,37.0,38000.0,female
4899,2018-10-31 21:00:00,TV,43.0,43000.0,male
8228,2018-08-01 12:00:00,TV,35.0,36000.0,female
3825,2018-10-01 01:00:00,PPC,29.0,31000.0,male
826,2018-09-10 22:00:00,PPC,31.0,31000.0,female
3227,2018-06-21 01:00:00,TV,37.0,36000.0,female
5308,2018-06-03 17:00:00,TV,30.0,30000.0,male
6518,2018-07-22 01:00:00,TV,,31000.0,female
7070,2018-11-16 22:00:00,Email,37.0,36000.0,male
7363,2018-08-18 08:00:00,TV,32.0,34000.0,female
9959,2018-04-11 21:00:00,Facebook,,20000.0,male
7323,2018-09-26 13:00:00,TV,40.0,39000.0,female
9720,2018-06-20 10:00:00,Facebook,40.0,38000.0,female
8379,2018-05-26 16:00:00,Email,27.0,26000.0,male
3254,2019-02-07 04:00:00,TV,39.0,40000.0,female
1029,2018-07-05 12:00:00,PPC,34.0,36000.0,male
2108,2018-10-30 12:00:00,TV,27.0,26000.0,male
7528,2018-04-14 02:00:00,TV,41.0,42000.0,female
769,2018-04-17 12:00:00,Email,30.0,29000.0,male
4626,2018-11-27 11:00:00,TV,31.0,31000.0,female
1807,2018-02-16 23:00:00,TV,33.0,34000.0,male
1941,2018-04-20 14:00:00,Facebook,32.0,32000.0,male
5121,2018-01-24 11:00:00,PPC,,39000.0,female
2031,2018-08-06 13:00:00,TV,37.0,37000.0,female
2778,2018-01-24 07:00:00,Facebook,44.0,43000.0,male
7489,2018-11-01 22:00:00,Facebook,41.0,39000.0,female
8908,2018-12-24 21:00:00,Facebook,31.0,31000.0,female
889,2018-03-17 04:00:00,PPC,30.0,28000.0,male
4442,2018-08-17 20:00:00,Email,,34000.0,male
9987,2018-02-11 12:00:00,TV,45.0,45000.0,male
1274,2019-02-19 07:00:00,PPC,,32000.0,male
5489,2018-07-28 03:00:00,Facebook,43.0,43000.0,male
1643,2018-11-27 03:00:00,Email,38.0,38000.0,female
7494,2018-04-21 23:00:00,Facebook,26.0,27000.0,male
7938,2018-01-25 11:00:00,TV,43.0,43000.0,female
1374,2018-11-15 02:00:00,PPC,41.0,41000.0,female
3594,2018-08-30 10:00:00,Facebook,41.0,43000.0,female
9942,2019-01-24 09:00:00,PPC,41.0,43000.0,male
5339,2018-08-29 01:00:00,Facebook,32.0,32000.0,female
407,2019-01-22 07:00:00,TV,32.0,32000.0,male
5134,2018-06-30 22:00:00,TV,39.0,39000.0,male
2266,2018-07-21 01:00:00,TV,35.0,35000.0,male
3321,2018-02-11 10:00:00,PPC,,33000.0,female
9136,2018-01-16 09:00:00,Facebook,42.0,43000.0,female
9548,2018-11-16 15:00:00,TV,32.0,32000.0,male
244,2018-12-13 00:00:00,PPC,35.0,35000.0,female
4875,2018-07-18 20:00:00,TV,26.0,27000.0,female
3120,2018-03-28 03:00:00,Email,36.0,37000.0,male
912,2018-03-25 17:00:00,Email,43.0,44000.0,male
2420,2018-04-30 07:00:00,Facebook,44.0,43000.0,female
4499,2018-06-10 23:00:00,TV,41.0,43000.0,male
5486,2018-12-07 07:00:00,TV,30.0,30000.0,male
5453,2018-05-19 21:00:00,Facebook,32.0,32000.0,female
4077,2018-04-10 13:00:00,TV,34.0,34000.0,male
855,2018-02-03 18:00:00,PPC,31.0,32000.0,female
2715,2018-09-11 15:00:00,TV,41.0,40000.0,male
2327,2018-06-02 23:00:00,PPC,45.0,45000.0,male
5140,2018-05-29 03:00:00,Facebook,37.0,38000.0,male
6818,2018-04-07 16:00:00,Facebook,31.0,31000.0,female
6191,2018-12-16 06:00:00,TV,38.0,38000.0,female
5628,2018-04-23 05:00:00,Email,,33000.0,female
8931,2018-05-15 20:00:00,Facebook,36.0,37000.0,male
4942,2018-12-30 04:00:00,Facebook,36.0,34000.0,female
9843,2019-02-04 23:00:00,Facebook,37.0,37000.0,male
9814,2018-06-02 16:00:00,TV,42.0,43000.0,male
6108,2018-07-19 13:00:00,Facebook,34.0,37000.0,female
1386,2018-08-20 21:00:00,Facebook,34.0,35000.0,female
2804,2018-05-11 03:00:00,Facebook,37.0,37000.0,female
2531,2018-03-04 13:00:00,Facebook,32.0,31000.0,male
9919,2018-05-06 16:00:00,TV,42.0,42000.0,male
7584,2018-08-05 17:00:00,TV,28.0,28000.0,male
6712,2018-02-15 19:00:00,TV,39.0,38000.0,female
